Entry	Protein names	Gene names	Length	Entry name
Q13033	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	STRN3 GS2NA SG2NA	797	STRN3_HUMAN
Q8WY91	Peroxynitrite isomerase THAP4 (EC 5.99.-.-) (THAP domain-containing protein 4)	THAP4 CGI-36 PP238	577	THAP4_HUMAN
O95396	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) (Molybdopterin synthase sulfurylase) (MPT synthase sulfurylase) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]	MOCS3 UBA4	460	MOCS3_HUMAN
Q9Y605	MORF4 family-associated protein 1 (Protein PGR1) (Protein associated with MRG of 14 kDa)	MRFAP1 PAM14 PGR1	127	MOFA1_HUMAN
Q96RU8	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	372	TRIB1_HUMAN
Q00325	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)	SLC25A3 PHC OK/SW-cl.48	362	MPCP_HUMAN
Q9HB21	Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1)	PLEKHA1 TAPP1	404	PKHA1_HUMAN
Q9HB19	Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (Tandem PH domain-containing protein 2) (TAPP-2)	PLEKHA2 TAPP2	425	PKHA2_HUMAN
Q99547	M-phase phosphoprotein 6	MPHOSPH6 MPP6	160	MPH6_HUMAN
Q8N392	Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18)	ARHGAP18	663	RHG18_HUMAN
P60866	40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	RPS20	119	RS20_HUMAN
Q6P4J0	ARD1A protein	ARD1A	131	Q6P4J0_HUMAN
Q9H4B4	Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3) (Proliferation-related kinase)	PLK3 CNK FNK PRK	646	PLK3_HUMAN
Q67FW5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1 (BGnT-like protein 1) (Beta1,3-N-acetylglucosaminyltransferase-like protein 1) (Beta3Gn-T-like protein 1) (Beta3GnTL1) (EC 2.4.1.-) (Beta-1,3-N-acetylglucosaminyltransferase 8) (BGnT-8) (Beta-1,3-Gn-T8) (Beta3Gn-T8)	B3GNTL1 B3GNT8	361	B3GNL_HUMAN
P35475	Alpha-L-iduronidase (EC 3.2.1.76)	IDUA	653	IDUA_HUMAN
Q9NVX7	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)	KBTBD4 BKLHD4	518	KBTB4_HUMAN
P40925	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase) (Diiodophenylpyruvate reductase) (EC 1.1.1.96)	MDH1 MDHA	334	MDHC_HUMAN
Q502X0	MORN repeat-containing protein 2 (MORN motif protein in testis)	MORN2 MOPT	79	MORN2_HUMAN
Q8N5L9	40S ribosomal protein S2	RPS2	293	Q8N5L9_HUMAN
Q9P0M7	HSPC252		323	Q9P0M7_HUMAN
Q13636	Ras-related protein Rab-31 (Ras-related protein Rab-22B)	RAB31 RAB22B	194	RAB31_HUMAN
P29762	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	CRABP1 RBP5	137	RABP1_HUMAN
P15880	40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5)	RPS2 RPS4	293	RS2_HUMAN
Q15393	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	1217	SF3B3_HUMAN
Q8WV44	E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (RING finger-interacting protein with C kinase) (RINCK) (RING-type E3 ubiquitin transferase TRIM41) (Tripartite motif-containing protein 41)	TRIM41 RINCK	630	TRI41_HUMAN
Q96JB8	MAGUK p55 subfamily member 4 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 5 protein) (Discs large homolog 6)	MPP4 ALS2CR5 DLG6	637	MPP4_HUMAN
Q9Y448	Small kinetochore-associated protein (SKAP) (Kinetochore-localized astrin-binding protein) (Kinastrin) (Kinetochore-localized astrin/SPAG5-binding protein) (TRAF4-associated factor 1)	KNSTRN C15orf23 SKAP TRAF4AF1 HSD11	316	SKAP_HUMAN
Q10713	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55)	PMPCA INPP5E KIAA0123 MPPA	525	MPPA_HUMAN
O15442	Metallophosphoesterase domain-containing protein 1 (EC 3.1.-.-) (Adult brain protein 239) (239AB)	MPPED1 C22orf1 FAM1A	326	MPPD1_HUMAN
Q96Q89	Kinesin-like protein KIF20B (Cancer/testis antigen 90) (CT90) (Kinesin family member 20B) (Kinesin-related motor interacting with PIN1) (M-phase phosphoprotein 1) (MPP1)	KIF20B KRMP1 MPHOSPH1	1820	KI20B_HUMAN
Q9UBG0	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)	MRC2 CLEC13E ENDO180 KIAA0709 UPARAP	1479	MRC2_HUMAN
Q6DT37	Serine/threonine-protein kinase MRCK gamma (EC 2.7.11.1) (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPG DMPK2	1551	MRCKG_HUMAN
O76021	Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)	RSL1D1 CATX11 CSIG PBK1 L12	490	RL1D1_HUMAN
Q92887	Canalicular multispecific organic anion transporter 1 (ATP-binding cassette sub-family C member 2) (Canalicular multidrug resistance protein) (Multidrug resistance-associated protein 2) (EC 7.6.2.2)	ABCC2 CMOAT CMOAT1 CMRP MRP2	1545	MRP2_HUMAN
Q9Y6F6	Inositol 1,4,5-triphosphate receptor associated 1 (Inositol 1,4,5-trisphosphate receptor-associated cGMP kinase substrate) (JAW1-related protein MRVI1) (Protein MRVI1)	IRAG1 IRAG JAW1L MRVI1	904	IRAG1_HUMAN
Q96HJ5	Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)	MS4A3 CD20L HTM4	214	MS4A3_HUMAN
Q9GZW8	Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2)	MS4A7 4SPAN2 CD20L4 CFFM4	240	MS4A7_HUMAN
P35914	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	HMGCL	325	HMGCL_HUMAN
P20585	DNA mismatch repair protein Msh3 (hMSH3) (Divergent upstream protein) (DUP) (Mismatch repair protein 1) (MRP1)	MSH3 DUC1 DUG	1137	MSH3_HUMAN
Q9UQ84	Exonuclease 1 (hExo1) (EC 3.1.-.-) (Exonuclease I) (hExoI)	EXO1 EXOI HEX1	846	EXO1_HUMAN
O43196	MutS protein homolog 5 (hMSH5)	MSH5	834	MSH5_HUMAN
Q13421	Mesothelin (CAK1 antigen) (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]	MSLN MPF	630	MSLN_HUMAN
P61006	Ras-related protein Rab-8A (Oncogene c-mel)	RAB8A MEL RAB8	207	RAB8A_HUMAN
P35548	Homeobox protein MSX-2 (Homeobox protein Hox-8)	MSX2 HOX8	267	MSX2_HUMAN
Q13585	Melatonin-related receptor (G protein-coupled receptor 50) (H9)	GPR50	617	MTR1L_HUMAN
P13640	Metallothionein-1G (MT-1G) (Metallothionein-1K) (MT-1K) (Metallothionein-IG) (MT-IG)	MT1G MT1K MT1M	62	MT1G_HUMAN
Q13126	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP MSAP	283	MTAP_HUMAN
Q9NZJ7	Mitochondrial carrier homolog 1 (Presenilin-associated protein)	MTCH1 PSAP CGI-64 UNQ1871/PRO4314	389	MTCH1_HUMAN
Q14872	Metal regulatory transcription factor 1 (MRE-binding transcription factor) (Transcription factor MTF-1)	MTF1	753	MTF1_HUMAN
Q15390	Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region)	MTFR1 CHPPR FAM54A2 KIAA0009	333	MTFR1_HUMAN
Q9Y2D9	Zinc finger protein 652	ZNF652 KIAA0924	606	ZN652_HUMAN
P49914	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	MTHFS	203	MTHFS_HUMAN
P12872	Promotilin [Cleaved into: Motilin; Motilin-associated peptide (MAP)]	MLN	115	MOTI_HUMAN
Q13614	Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR2 KIAA1073	643	MTMR2_HUMAN
P23468	Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)	PTPRD	1912	PTPRD_HUMAN
Q13505	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	MTX1 MTX MTXN	466	MTX1_HUMAN
O75431	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)	MTX2	263	MTX2_HUMAN
Q9BZZ2	Sialoadhesin (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169)	SIGLEC1 SN	1709	SN_HUMAN
Q16378	Proline-rich protein 4 (Lacrimal proline-rich protein) (Nasopharyngeal carcinoma-associated proline-rich protein 4)	PRR4 LPRP PROL4	134	PROL4_HUMAN
P02810	Salivary acidic proline-rich phosphoprotein 1/2 (Db-s) (PRP-1/PRP-2) (Parotid acidic protein) (Pa) (Parotid double-band protein) (Parotid isoelectric focusing variant protein) (PIF-S) (Parotid proline-rich protein 1/2) (Pr1/Pr2) (Protein C) [Cleaved into: Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4 (Db-F) (PIF-F) (PRP-3/PRP-4) (Protein A); Peptide P-C]	PRH1; PRH2	166	PRPC_HUMAN
P02814	Submaxillary gland androgen-regulated protein 3B (Proline-rich peptide P-B) (Proline-rich protein 3) [Cleaved into: Peptide P-A; Peptide D1A]	SMR3B PBII PRL3 PROL3	79	SMR3B_HUMAN
P02808	Statherin	STATH	62	STAT_HUMAN
P15814	Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b)	IGLL1 IGL1	213	IGLL1_HUMAN
Q9Y215	Acetylcholinesterase collagenic tail peptide (AChE Q subunit) (Acetylcholinesterase-associated collagen)	COLQ	455	COLQ_HUMAN
Q18PE1	Protein Dok-7 (Downstream of tyrosine kinase 7)	DOK7 C4orf25	504	DOK7_HUMAN
Q13156	Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4)	RPA4	261	RFA4_HUMAN
Q14764	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP	893	MVP_HUMAN
Q9Y210	Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)	TRPC6 TRP6	931	TRPC6_HUMAN
Q14901	Myc protein	MYC	188	Q14901_HUMAN
Q969S3	Zinc finger protein 622 (Zinc finger-like protein 9)	ZNF622 ZPR9	477	ZN622_HUMAN
Q8TBZ2	MYCBP-associated protein (AMAM-1) (AMY-1-binding protein 1) (AMAP-1)	MYCBPAP AMAP1	947	MYBPP_HUMAN
Q99417	c-Myc-binding protein (Associate of Myc 1) (AMY-1)	MYCBP AMY1	103	MYCBP_HUMAN
Q7Z4T9	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)	CFAP91 AAT1 C3orf15 MAATS1	767	CFA91_HUMAN
Q9P2K9	Protein dispatched homolog 3 (Patched domain-containing protein 2)	DISP3 KIAA1337 PTCHD2	1392	DISP3_HUMAN
Q8TER5	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	ARHGEF40 SOLO	1519	ARH40_HUMAN
Q8IZQ8	Myocardin	MYOCD MYCD	938	MYCD_HUMAN
Q6ZN01	MEF2-activating motif and SAP domain-containing transcriptional regulator (MEF2-activating SAP transcriptional regulatory protein)	MAMSTR MASTR	415	MASTR_HUMAN
Q8N163	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	923	CCAR2_HUMAN
Q13952	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2)	NFYC	458	NFYC_HUMAN
Q99471	Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1)	PFDN5 MM1 PFD5	154	PFD5_HUMAN
O75486	Transcription initiation protein SPT3 homolog (SPT3-like protein)	SUPT3H SPT3	317	SUPT3_HUMAN
P58753	Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein) (MyD88-2)	TIRAP MAL	221	TIRAP_HUMAN
P13349	Myogenic factor 5 (Myf-5) (Class C basic helix-loop-helix protein 2) (bHLHc2)	MYF5 BHLHC2	255	MYF5_HUMAN
P35580	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10	1976	MYH10_HUMAN
P12882	Myosin-1 (Myosin heavy chain 1) (Myosin heavy chain 2x) (MyHC-2x) (Myosin heavy chain IIx/d) (MyHC-IIx/d) (Myosin heavy chain, skeletal muscle, adult 1)	MYH1	1939	MYH1_HUMAN
Q9UKX2	Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)	MYH2 MYHSA2	1941	MYH2_HUMAN
Q9Y623	Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)	MYH4	1939	MYH4_HUMAN
P12883	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)	MYH7 MYHCB	1935	MYH7_HUMAN
Q14896	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	MYBPC3	1274	MYPC3_HUMAN
P08590	Myosin light chain 3 (Cardiac myosin light chain 1) (CMLC1) (Myosin light chain 1, slow-twitch muscle B/ventricular isoform) (MLC1SB) (Ventricular myosin alkali light chain) (Ventricular myosin light chain 1) (VLCl) (Ventricular/slow twitch myosin alkali light chain) (MLC-lV/sb)	MYL3	195	MYL3_HUMAN
P39019	40S ribosomal protein S19 (Small ribosomal subunit protein eS19)	RPS19	145	RS19_HUMAN
Q9BTW9	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	1192	TBCD_HUMAN
Q15746	Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]	MYLK MLCK MLCK1 MYLK1	1914	MYLK_HUMAN
Q9ULV0	Unconventional myosin-Vb	MYO5B KIAA1119	1848	MYO5B_HUMAN
O75914	Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (Oligophrenin-3) (p21-activated kinase 3) (PAK-3)	PAK3 OPHN3	559	PAK3_HUMAN
Q13402	Unconventional myosin-VIIa	MYO7A USH1B	2215	MYO7A_HUMAN
Q8NFW9	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	859	MYRIP_HUMAN
Q9HBM0	Vezatin	VEZT	779	VEZA_HUMAN
P15923	Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1)	TCF3 BHLHB21 E2A ITF1	654	TFE2_HUMAN
Q96BK5	PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1)	PINX1 LPTL LPTS	328	PINX1_HUMAN
Q00872	Myosin-binding protein C, slow-type (Slow MyBP-C) (C-protein, skeletal muscle slow isoform)	MYBPC1 MYBPCS	1141	MYPC1_HUMAN
O76041	Nebulette (Actin-binding Z-disk protein)	NEBL LNEBL	1014	NEBL_HUMAN
O60237	Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2)	PPP1R12B MYPT2	982	MYPT2_HUMAN
Q9H7Z6	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)	KAT8 MOF MYST1 PP7073	458	KAT8_HUMAN
Q9UL68	Myelin transcription factor 1-like protein (MyT1-L) (MyT1L)	MYT1L KIAA1106	1186	MYT1L_HUMAN
P28698	Myeloid zinc finger 1 (MZF-1) (Zinc finger and SCAN domain-containing protein 6) (Zinc finger protein 42)	MZF1 MZF ZNF42 ZSCAN6	734	MZF1_HUMAN
P57086	SCAN domain-containing protein 1	SCAND1 SDP1	179	SCND1_HUMAN
Q9BZM5	UL16-binding protein 2 (ALCAN-alpha) (NKG2D ligand 2) (N2DL-2) (NKG2DL2) (Retinoic acid early transcript 1H)	ULBP2 N2DL2 RAET1H UNQ463/PRO791	246	ULBP2_HUMAN
Q9BZM4	UL16-binding protein 3 (ALCAN-gamma) (NKG2D ligand 3) (N2DL-3) (NKG2DL3) (Retinoic acid early transcript 1N)	ULBP3 N2DL3 RAET1N	244	ULBP3_HUMAN
Q8TD07	Retinoic acid early transcript 1E (Lymphocyte effector toxicity activation ligand) (NKG2D ligand 4) (N2DL-4) (NKG2DL4) (RAE-1-like transcript 4) (UL16-binding protein 4)	RAET1E LETAL N2DL4 ULBP4 UNQ1867/PRO4303	263	RAE1E_HUMAN
O15049	NEDD4-binding protein 3 (N4BP3)	N4BP3 KIAA0341	544	N4BP3_HUMAN
Q15742	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)	NAB2 MADER	525	NAB2_HUMAN
P32418	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1 CNC NCX1	973	NAC1_HUMAN
P57103	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	SLC8A3 NCX3	927	NAC3_HUMAN
P04271	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100B	92	S100B_HUMAN
Q8N159	N-acetylglutamate synthase, mitochondrial (EC 2.3.1.1) (Amino-acid acetyltransferase) [Cleaved into: N-acetylglutamate synthase long form; N-acetylglutamate synthase short form; N-acetylglutamate synthase conserved domain form]	NAGS	534	NAGS_HUMAN
Q9GZU3	Transmembrane protein 39B	TMEM39B	492	TM39B_HUMAN
P59046	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	NLRP12 NALP12 PYPAF7 RNO	1061	NAL12_HUMAN
Q96P20	NACHT, LRR and PYD domains-containing protein 3 (Angiotensin/vasopressin receptor AII/AVP-like) (Caterpiller protein 1.1) (CLR1.1) (Cold-induced autoinflammatory syndrome 1 protein) (Cryopyrin) (PYRIN-containing APAF1-like protein 1)	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1	1036	NLRP3_HUMAN
Q9P2W9	Syntaxin-18 (Cell growth-inhibiting gene 9 protein)	STX18 GIG9	335	STX18_HUMAN
Q12846	Syntaxin-4 (Renal carcinoma antigen NY-REN-31)	STX4 STX4A	297	STX4_HUMAN
Q93070	Ecto-ADP-ribosyltransferase 4 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 4) (ARTC4) (Dombrock blood group carrier molecule) (Mono(ADP-ribosyl)transferase 4) (NAD(P)(+)--arginine ADP-ribosyltransferase 4) (CD antigen CD297)	ART4 DO DOK1	314	NAR4_HUMAN
Q9BXJ9	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	NAA15 GA19 NARG1 NATH TBDN100	866	NAA15_HUMAN
Q8NFP9	Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)	NBEA BCL8B KIAA1544 LYST2	2946	NBEA_HUMAN
P41271	Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN)	NBL1 DAN DAND1	181	NBL1_HUMAN
P52298	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)	NCBP2 CBP20 PIG55	156	NCBP2_HUMAN
P09661	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	SNRPA1	255	RU2A_HUMAN
O75116	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619	1388	ROCK2_HUMAN
Q969V3	Nicalin (Nicastrin-like protein)	NCLN	563	NCLN_HUMAN
P69849	Nodal modulator 3 (pM5 protein 3)	NOMO3	1222	NOMO3_HUMAN
Q9HCG8	Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog) (fSAPb)	CWC22 KIAA1604 NCM	908	CWC22_HUMAN
Q92570	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	NR4A3 CHN CSMF MINOR NOR1 TEC	626	NR4A3_HUMAN
P28702	Retinoic acid receptor RXR-beta (Nuclear receptor subfamily 2 group B member 2) (Retinoid X receptor beta)	RXRB NR2B2	533	RXRB_HUMAN
Q6UB99	Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1)	ANKRD11 ANCO1	2663	ANR11_HUMAN
P20393	Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)	NR1D1 EAR1 HREV THRAL	614	NR1D1_HUMAN
Q14995	Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)	NR1D2	579	NR1D2_HUMAN
O75459	P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein)	PAGE1 GAGE9 GAGEB1	146	PAGE1_HUMAN
Q9NWQ8	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	432	PHAG1_HUMAN
P52655	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	GTF2A1 TF2A1	376	TF2AA_HUMAN
Q8NI08	Nuclear receptor coactivator 7 (140 kDa estrogen receptor-associated protein) (Estrogen nuclear receptor coactivator 1)	NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993	942	NCOA7_HUMAN
O60502	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylglucosaminidase) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase) (Nuclear cytoplasmic O-GlcNAcase and acetyltransferase) (NCOAT)	OGA HEXC KIAA0679 MEA5 MGEA5	916	OGA_HUMAN
P31645	Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	SLC6A4 HTT SERT	630	SC6A4_HUMAN
Q03181	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	PPARD NR1C2 PPARB	441	PPARD_HUMAN
P13631	Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)	RARG NR1B3	454	RARG_HUMAN
P16435	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	POR CYPOR	677	NCPR_HUMAN
Q9NZN1	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1 OPHN4	696	IRPL1_HUMAN
Q70YC5	Protein ZNF365 (DISC1-binding zinc-finger protein) (Protein su48)	ZNF365 DBZ KIAA0844	407	ZN365_HUMAN
Q15784	Neurogenic differentiation factor 2 (NeuroD2) (Class A basic helix-loop-helix protein 1) (bHLHa1) (NeuroD-related factor) (NDRF)	NEUROD2 BHLHA1 NDRF	382	NDF2_HUMAN
