Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P18827	SDC1_HUMAN	reviewed	Syndecan-1 (SYND1) (CD antigen CD138)	SDC1 SDC	Homo sapiens (Human)	310
P34741	SDC2_HUMAN	reviewed	Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362)	SDC2 HSPG1	Homo sapiens (Human)	201
O75056	SDC3_HUMAN	reviewed	Syndecan-3 (SYND3)	SDC3 KIAA0468	Homo sapiens (Human)	442
P31431	SDC4_HUMAN	reviewed	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)	SDC4	Homo sapiens (Human)	198
O00560	SDCB1_HUMAN	reviewed	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL	Homo sapiens (Human)	298
Q9H190	SDCB2_HUMAN	reviewed	Syntenin-2 (Similar to TACIP18) (SITAC) (Syndecan-binding protein 2)	SDCBP2 SITAC18	Homo sapiens (Human)	292
P48061	SDF1_HUMAN	reviewed	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93
O95810	CAVN2_HUMAN	reviewed	Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)	CAVIN2 SDPR	Homo sapiens (Human)	425
Q96T21	SEBP2_HUMAN	reviewed	Selenocysteine insertion sequence-binding protein 2 (SECIS-binding protein 2)	SECISBP2 SBP2	Homo sapiens (Human)	854
P55735	SEC13_HUMAN	reviewed	Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)	SEC13 D3S1231E SEC13A SEC13L1 SEC13R	Homo sapiens (Human)	322
Q12981	SEC20_HUMAN	reviewed	Vesicle transport protein SEC20 (BCL2/adenovirus E1B 19 kDa protein-interacting protein 1) (Transformation-related gene 8 protein) (TRG-8)	BNIP1 NIP1 SEC20L TRG8	Homo sapiens (Human)	228
O76038	SEGN_HUMAN	reviewed	Secretagogin	SCGN SECRET	Homo sapiens (Human)	276
Q14242	SELPL_HUMAN	reviewed	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)	SELPLG	Homo sapiens (Human)	412
Q9BQE4	SELS_HUMAN	reviewed	Selenoprotein S (SelS) (VCP-interacting membrane protein)	SELENOS SELS VIMP AD-015 SBBI8	Homo sapiens (Human)	189
Q9C0C4	SEM4C_HUMAN	reviewed	Semaphorin-4C	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487	Homo sapiens (Human)	833
Q9NTN9	SEM4G_HUMAN	reviewed	Semaphorin-4G	SEMA4G KIAA1619	Homo sapiens (Human)	838
Q9H2E6	SEM6A_HUMAN	reviewed	Semaphorin-6A (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1)	SEMA6A KIAA1368 SEMAQ	Homo sapiens (Human)	1030
Q8NFY4	SEM6D_HUMAN	reviewed	Semaphorin-6D	SEMA6D KIAA1479	Homo sapiens (Human)	1073
P04279	SEMG1_HUMAN	reviewed	Semenogelin-1 (Cancer/testis antigen 103) (Semenogelin I) (SGI) [Cleaved into: Alpha-inhibin-92; Alpha-inhibin-31; Seminal basic protein]	SEMG1 SEMG	Homo sapiens (Human)	462
Q02383	SEMG2_HUMAN	reviewed	Semenogelin-2 (Semenogelin II) (SGII)	SEMG2	Homo sapiens (Human)	582
Q9BSV6	SEN34_HUMAN	reviewed	tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16) (Leukocyte receptor cluster member 5) (tRNA-intron endonuclease Sen34) (HsSen34)	TSEN34 LENG5 SEN34	Homo sapiens (Human)	310
Q9P0U3	SENP1_HUMAN	reviewed	Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1)	SENP1	Homo sapiens (Human)	644
Q9HC62	SENP2_HUMAN	reviewed	Sentrin-specific protease 2 (EC 3.4.22.-) (Axam2) (SMT3-specific isopeptidase 2) (Smt3ip2) (Sentrin/SUMO-specific protease SENP2)	SENP2 KIAA1331	Homo sapiens (Human)	589
Q9NVA2	SEP11_HUMAN	reviewed	Septin-11	SEPTIN11 SEPT11	Homo sapiens (Human)	429
Q8WYJ6	SEPT1_HUMAN	reviewed	Septin-1 (LARP) (Peanut-like protein 3) (Serologically defined breast cancer antigen NY-BR-24)	SEPTIN1 DIFF6 PNUTL3 SEPT1	Homo sapiens (Human)	367
Q15019	SEPT2_HUMAN	reviewed	Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2	Homo sapiens (Human)	361
Q9UH03	SEPT3_HUMAN	reviewed	Neuronal-specific septin-3	SEPTIN3 SEP3 SEPT3	Homo sapiens (Human)	358
O43236	SEPT4_HUMAN	reviewed	Septin-4 (Apoptosis-related protein in the TGF-beta signaling pathway) (ARTS) (Bradeion beta) (Brain protein H5) (CE5B3 beta) (Cell division control-related protein 2) (hCDCREL-2) (Cerebral protein 7) (Peanut-like protein 2)	SEPTIN4 ARTS C17orf47 PNUTL2 SEP4 SEPT4 hucep-7	Homo sapiens (Human)	478
Q99719	SEPT5_HUMAN	reviewed	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	SEPTIN5 PNUTL1 SEPT5	Homo sapiens (Human)	369
Q16181	SEPT7_HUMAN	reviewed	Septin-7 (CDC10 protein homolog)	SEPTIN7 CDC10 SEPT7	Homo sapiens (Human)	437
Q92599	SEPT8_HUMAN	reviewed	Septin-8	SEPTIN8 KIAA0202 SEPT8	Homo sapiens (Human)	483
Q9UHD8	SEPT9_HUMAN	reviewed	Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)	SEPTIN9 KIAA0991 MSF SEPT9	Homo sapiens (Human)	586
O43175	SERA_HUMAN	reviewed	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	PHGDH PGDH3	Homo sapiens (Human)	533
P84101	SERF2_HUMAN	reviewed	Small EDRK-rich factor 2 (Gastric cancer-related protein VRG107) (Protein 4F5-related) (4F5rel) (h4F5rel)	SERF2 FAM2C	Homo sapiens (Human)	59
P50454	SERPH_HUMAN	reviewed	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14	Homo sapiens (Human)	418
O15047	SET1A_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.354) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	SETD1A KIAA0339 KMT2F SET1 SET1A	Homo sapiens (Human)	1707
Q15047	SETB1_HUMAN	reviewed	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.-) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	SETDB1 ESET KIAA0067 KMT1E	Homo sapiens (Human)	1291
Q9Y6X0	SETBP_HUMAN	reviewed	SET-binding protein (SEB)	SETBP1 KIAA0437	Homo sapiens (Human)	1596
Q9C0A6	SETD5_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD5 (EC 2.1.1.-) (EC 2.1.1.359) (SET domain-containing protein 5)	SETD5 KIAA1757	Homo sapiens (Human)	1442
Q8WTS6	SETD7_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	Homo sapiens (Human)	366
Q9NQR1	KMT5A_HUMAN	reviewed	N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8)	KMT5A PRSET7 SET07 SET8 SETD8	Homo sapiens (Human)	393
Q01105	SET_HUMAN	reviewed	Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	SET	Homo sapiens (Human)	290
Q15637	SF01_HUMAN	reviewed	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Homo sapiens (Human)	639
Q02040	AK17A_HUMAN	reviewed	A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)	AKAP17A CXYorf3 DXYS155E SFRS17A XE7	Homo sapiens (Human)	695
Q15459	SF3A1_HUMAN	reviewed	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114	Homo sapiens (Human)	793
Q15428	SF3A2_HUMAN	reviewed	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62	Homo sapiens (Human)	464
Q12874	SF3A3_HUMAN	reviewed	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501
O75533	SF3B1_HUMAN	reviewed	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155	Homo sapiens (Human)	1304
Q13435	SF3B2_HUMAN	reviewed	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)	SF3B2 SAP145	Homo sapiens (Human)	895
Q15393	SF3B3_HUMAN	reviewed	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	Homo sapiens (Human)	1217
Q15427	SF3B4_HUMAN	reviewed	Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)	SF3B4 SAP49	Homo sapiens (Human)	424
Q9BWJ5	SF3B5_HUMAN	reviewed	Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5 SF3B10	Homo sapiens (Human)	86
P23246	SFPQ_HUMAN	reviewed	Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	SFPQ PSF	Homo sapiens (Human)	707
Q8N2M8	CLASR_HUMAN	reviewed	CLK4-associating serine/arginine rich protein (Splicing factor, arginine/serine-rich 16) (Suppressor of white-apricot homolog 2)	CLASRP SFRS16 SWAP2 UNQ2428/PRO4988	Homo sapiens (Human)	674
Q99590	SCAFB_HUMAN	reviewed	Protein SCAF11 (CTD-associated SR protein 11) (Renal carcinoma antigen NY-REN-40) (SC35-interacting protein 1) (SR-related and CTD-associated factor 11) (SRSF2-interacting protein) (Serine/arginine-rich splicing factor 2-interacting protein) (Splicing factor, arginine/serine-rich 2-interacting protein) (Splicing regulatory protein 129) (SRrp129)	SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP	Homo sapiens (Human)	1463
Q8N474	SFRP1_HUMAN	reviewed	Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	SFRP1 FRP FRP1 SARP2	Homo sapiens (Human)	314
Q96HF1	SFRP2_HUMAN	reviewed	Secreted frizzled-related protein 2 (FRP-2) (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1)	SFRP2 FRP2 SARP1 FKSG12 UNQ361/PRO697	Homo sapiens (Human)	295
Q07955	SRSF1_HUMAN	reviewed	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	Homo sapiens (Human)	248
Q01130	SRSF2_HUMAN	reviewed	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221
P84103	SRSF3_HUMAN	reviewed	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)	SRSF3 SFRS3 SRP20	Homo sapiens (Human)	164
Q08170	SRSF4_HUMAN	reviewed	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)	SRSF4 SFRS4 SRP75	Homo sapiens (Human)	494
Q13243	SRSF5_HUMAN	reviewed	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	SRSF5 HRS SFRS5 SRP40	Homo sapiens (Human)	272
Q13247	SRSF6_HUMAN	reviewed	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6 SFRS6 SRP55	Homo sapiens (Human)	344
Q16629	SRSF7_HUMAN	reviewed	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	SRSF7 SFRS7	Homo sapiens (Human)	238
Q13242	SRSF9_HUMAN	reviewed	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	SRSF9 SFRS9 SRP30C	Homo sapiens (Human)	221
Q86YV5	PRAG1_HUMAN	reviewed	Inactive tyrosine-protein kinase PRAG1 (PEAK1-related kinase-activating pseudokinase 1) (Pragmin) (Sugen kinase 223) (SgK223)	PRAG1 SGK223	Homo sapiens (Human)	1406
Q16586	SGCA_HUMAN	reviewed	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2)	SGCA ADL DAG2	Homo sapiens (Human)	387
Q16585	SGCB_HUMAN	reviewed	Beta-sarcoglycan (Beta-SG) (43 kDa dystrophin-associated glycoprotein) (43DAG) (A3b)	SGCB	Homo sapiens (Human)	318
Q92629	SGCD_HUMAN	reviewed	Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	SGCD	Homo sapiens (Human)	289
O43556	SGCE_HUMAN	reviewed	Epsilon-sarcoglycan (Epsilon-SG)	SGCE ESG UNQ433/PRO840	Homo sapiens (Human)	437
Q13326	SGCG_HUMAN	reviewed	Gamma-sarcoglycan (Gamma-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	SGCG	Homo sapiens (Human)	291
O00141	SGK1_HUMAN	reviewed	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	Homo sapiens (Human)	431
Q96BR1	SGK3_HUMAN	reviewed	Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like)	SGK3 CISK SGKL	Homo sapiens (Human)	496
O43147	SGSM2_HUMAN	reviewed	Small G protein signaling modulator 2 (RUN and TBC1 domain-containing protein 1)	SGSM2 KIAA0397 RUTBC1	Homo sapiens (Human)	1006
Q5FBB7	SGO1_HUMAN	reviewed	Shugoshin 1 (Serologically defined breast cancer antigen NY-BR-85) (Shugoshin-like 1)	SGO1 SGOL1	Homo sapiens (Human)	561
O43765	SGTA_HUMAN	reviewed	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	SGTA SGT SGT1	Homo sapiens (Human)	313
O60880	SH21A_HUMAN	reviewed	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128
O14796	SH21B_HUMAN	reviewed	SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2)	SH2D1B EAT2	Homo sapiens (Human)	132
Q9NP31	SH22A_HUMAN	reviewed	SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein)	SH2D2A SCAP TSAD VRAP	Homo sapiens (Human)	389
Q9BRG2	SH23A_HUMAN	reviewed	SH2 domain-containing protein 3A (Novel SH2-containing protein 1)	SH2D3A NSP1 UNQ175/PRO201	Homo sapiens (Human)	576
Q9H788	SH24A_HUMAN	reviewed	SH2 domain-containing protein 4A (Protein SH(2)A) (Protein phosphatase 1 regulatory subunit 38)	SH2D4A PPP1R38 SH2A	Homo sapiens (Human)	454
O14492	SH2B2_HUMAN	reviewed	SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS)	SH2B2 APS	Homo sapiens (Human)	632
Q9UQQ2	SH2B3_HUMAN	reviewed	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	SH2B3 LNK	Homo sapiens (Human)	575
Q8N5H7	SH2D3_HUMAN	reviewed	SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1)	SH2D3C NSP3 UNQ272/PRO309/PRO34088	Homo sapiens (Human)	860
Q6ZV89	SH2D5_HUMAN	reviewed	SH2 domain-containing protein 5	SH2D5	Homo sapiens (Human)	423
Q99961	SH3G1_HUMAN	reviewed	Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1)	SH3GL1 CNSA1 SH3D2B	Homo sapiens (Human)	368
Q99962	SH3G2_HUMAN	reviewed	Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2)	SH3GL2 CNSA2 SH3D2A	Homo sapiens (Human)	352
Q99963	SH3G3_HUMAN	reviewed	Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3)	SH3GL3 CNSA3 SH3D2C	Homo sapiens (Human)	347
Q96B97	SH3K1_HUMAN	reviewed	SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1)	SH3KBP1 CIN85	Homo sapiens (Human)	665
Q9Y566	SHAN1_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP)	SHANK1	Homo sapiens (Human)	2161
Q9UPX8	SHAN2_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1)	SHANK2 CORTBP1 KIAA1022 PROSAP1	Homo sapiens (Human)	1470
P29353	SHC1_HUMAN	reviewed	SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)	SHC1 SHC SHCA	Homo sapiens (Human)	583
P98077	SHC2_HUMAN	reviewed	SHC-transforming protein 2 (Protein Sck) (SHC-transforming protein B) (Src homology 2 domain-containing-transforming protein C2) (SH2 domain protein C2)	SHC2 SCK SHCB	Homo sapiens (Human)	582
Q92529	SHC3_HUMAN	reviewed	SHC-transforming protein 3 (Neuronal Shc) (N-Shc) (Protein Rai) (SHC-transforming protein C) (Src homology 2 domain-containing-transforming protein C3) (SH2 domain protein C3)	SHC3 NSHC SHCC	Homo sapiens (Human)	594
Q8NEM2	SHCBP_HUMAN	reviewed	SHC SH2 domain-binding protein 1	SHCBP1	Homo sapiens (Human)	672
Q96IW2	SHD_HUMAN	reviewed	SH2 domain-containing adapter protein D	SHD	Homo sapiens (Human)	340
Q15465	SHH_HUMAN	reviewed	Sonic hedgehog protein (SHH) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)]	SHH	Homo sapiens (Human)	462
Q92835	SHIP1_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)	INPP5D SHIP SHIP1	Homo sapiens (Human)	1189
O15357	SHIP2_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	INPPL1 SHIP2	Homo sapiens (Human)	1258
Q8TBC3	SHKB1_HUMAN	reviewed	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203	Homo sapiens (Human)	707
Q9Y371	SHLB1_HUMAN	reviewed	Endophilin-B1 (Bax-interacting factor 1) (Bif-1) (SH3 domain-containing GRB2-like protein B1)	SH3GLB1 KIAA0491 CGI-61	Homo sapiens (Human)	365
Q9NR46	SHLB2_HUMAN	reviewed	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	SH3GLB2 KIAA1848 PP578	Homo sapiens (Human)	395
Q149N8	SHPRH_HUMAN	reviewed	E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)	SHPRH KIAA2023	Homo sapiens (Human)	1683
P78324	SHPS1_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a)	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	Homo sapiens (Human)	504
Q13796	SHRM2_HUMAN	reviewed	Protein Shroom2 (Apical-like protein) (Protein APXL)	SHROOM2 APXL	Homo sapiens (Human)	1616
Q9H0F6	SHRPN_HUMAN	reviewed	Sharpin (Shank-associated RH domain-interacting protein) (Shank-interacting protein-like 1) (hSIPL1)	SHARPIN SIPL1 PSEC0216	Homo sapiens (Human)	387
O43166	SI1L1_HUMAN	reviewed	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1)	SIPA1L1 E6TP1 KIAA0440	Homo sapiens (Human)	1804
Q16842	SIA4B_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.99.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	ST3GAL2 SIAT4B	Homo sapiens (Human)	350
Q8IUQ4	SIAH1_HUMAN	reviewed	E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)	SIAH1 HUMSIAH	Homo sapiens (Human)	282
O43255	SIAH2_HUMAN	reviewed	E3 ubiquitin-protein ligase SIAH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2) (Siah-2) (hSiah2)	SIAH2	Homo sapiens (Human)	324
Q11203	SIAT6_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6)	ST3GAL3 SIAT6	Homo sapiens (Human)	375
Q6IA17	SIGIR_HUMAN	reviewed	Single Ig IL-1-related receptor (Single Ig IL-1R-related molecule) (Single immunoglobulin domain-containing IL1R-related protein) (Toll/interleukin-1 receptor 8) (TIR8)	SIGIRR UNQ301/PRO342	Homo sapiens (Human)	410
O15389	SIGL5_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170)	SIGLEC5 CD33L2 OBBP2	Homo sapiens (Human)	551
Q9H173	SIL1_HUMAN	reviewed	Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)	SIL1 UNQ545/PRO836	Homo sapiens (Human)	461
P81133	SIM1_HUMAN	reviewed	Single-minded homolog 1 (Class E basic helix-loop-helix protein 14) (bHLHe14)	SIM1 BHLHE14	Homo sapiens (Human)	766
Q14190	SIM2_HUMAN	reviewed	Single-minded homolog 2 (Class E basic helix-loop-helix protein 15) (bHLHe15)	SIM2 BHLHE15	Homo sapiens (Human)	667
Q9BPZ7	SIN1_HUMAN	reviewed	Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1) (mSIN1)	MAPKAP1 MIP1 SIN1	Homo sapiens (Human)	522
