Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q16378	PROL4_HUMAN	reviewed	Proline-rich protein 4 (Lacrimal proline-rich protein) (Nasopharyngeal carcinoma-associated proline-rich protein 4)	PRR4 LPRP PROL4	Homo sapiens (Human)	134
P02810	PRPC_HUMAN	reviewed	Salivary acidic proline-rich phosphoprotein 1/2 (Db-s) (PRP-1/PRP-2) (Parotid acidic protein) (Pa) (Parotid double-band protein) (Parotid isoelectric focusing variant protein) (PIF-S) (Parotid proline-rich protein 1/2) (Pr1/Pr2) (Protein C) [Cleaved into: Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4 (Db-F) (PIF-F) (PRP-3/PRP-4) (Protein A); Peptide P-C]	PRH1; PRH2	Homo sapiens (Human)	166
P02814	SMR3B_HUMAN	reviewed	Submaxillary gland androgen-regulated protein 3B (Proline-rich peptide P-B) (Proline-rich protein 3) [Cleaved into: Peptide P-A; Peptide D1A]	SMR3B PBII PRL3 PROL3	Homo sapiens (Human)	79
P02808	STAT_HUMAN	reviewed	Statherin	STATH	Homo sapiens (Human)	62
P15814	IGLL1_HUMAN	reviewed	Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b)	IGLL1 IGL1	Homo sapiens (Human)	213
Q9Y215	COLQ_HUMAN	reviewed	Acetylcholinesterase collagenic tail peptide (AChE Q subunit) (Acetylcholinesterase-associated collagen)	COLQ	Homo sapiens (Human)	455
Q18PE1	DOK7_HUMAN	reviewed	Protein Dok-7 (Downstream of tyrosine kinase 7)	DOK7 C4orf25	Homo sapiens (Human)	504
Q13156	RFA4_HUMAN	reviewed	Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4)	RPA4	Homo sapiens (Human)	261
Q9Y210	TRPC6_HUMAN	reviewed	Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)	TRPC6 TRP6	Homo sapiens (Human)	931
Q14901	Q14901_HUMAN	unreviewed	Myc protein	MYC	Homo sapiens (Human)	188
Q969S3	ZN622_HUMAN	reviewed	Zinc finger protein 622 (Zinc finger-like protein 9)	ZNF622 ZPR9	Homo sapiens (Human)	477
Q7Z4T9	CFA91_HUMAN	reviewed	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)	CFAP91 AAT1 C3orf15 MAATS1	Homo sapiens (Human)	767
Q9P2K9	DISP3_HUMAN	reviewed	Protein dispatched homolog 3 (Patched domain-containing protein 2)	DISP3 KIAA1337 PTCHD2	Homo sapiens (Human)	1392
Q8TER5	ARH40_HUMAN	reviewed	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	ARHGEF40 SOLO	Homo sapiens (Human)	1519
Q6ZN01	MASTR_HUMAN	reviewed	MEF2-activating motif and SAP domain-containing transcriptional regulator (MEF2-activating SAP transcriptional regulatory protein)	MAMSTR MASTR	Homo sapiens (Human)	415
P78537	BL1S1_HUMAN	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14)	BLOC1S1 BLOS1 GCN5L1 RT14	Homo sapiens (Human)	153
Q8N163	CCAR2_HUMAN	reviewed	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	Homo sapiens (Human)	923
Q13952	NFYC_HUMAN	reviewed	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2)	NFYC	Homo sapiens (Human)	458
Q99471	PFD5_HUMAN	reviewed	Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1)	PFDN5 MM1 PFD5	Homo sapiens (Human)	154
O75486	SUPT3_HUMAN	reviewed	Transcription initiation protein SPT3 homolog (SPT3-like protein)	SUPT3H SPT3	Homo sapiens (Human)	317
Q15306	IRF4_HUMAN	reviewed	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)	IRF4 MUM1	Homo sapiens (Human)	451
P58753	TIRAP_HUMAN	reviewed	Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein) (MyD88-2)	TIRAP MAL	Homo sapiens (Human)	221
Q86VB7	C163A_HUMAN	reviewed	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	CD163 M130	Homo sapiens (Human)	1156
Q14896	MYPC3_HUMAN	reviewed	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	MYBPC3	Homo sapiens (Human)	1274
P39019	RS19_HUMAN	reviewed	40S ribosomal protein S19 (Small ribosomal subunit protein eS19)	RPS19	Homo sapiens (Human)	145
Q9BTW9	TBCD_HUMAN	reviewed	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)	1192
P27482	CALL3_HUMAN	reviewed	Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1)	CALML3	Homo sapiens (Human)	149
O75914	PAK3_HUMAN	reviewed	Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (Oligophrenin-3) (p21-activated kinase 3) (PAK-3)	PAK3 OPHN3	Homo sapiens (Human)	559
Q8NFW9	MYRIP_HUMAN	reviewed	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	Homo sapiens (Human)	859
Q9HBM0	VEZA_HUMAN	reviewed	Vezatin	VEZT	Homo sapiens (Human)	779
P15923	TFE2_HUMAN	reviewed	Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1)	TCF3 BHLHB21 E2A ITF1	Homo sapiens (Human)	654
Q96BK5	PINX1_HUMAN	reviewed	PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1)	PINX1 LPTL LPTS	Homo sapiens (Human)	328
Q13642	FHL1_HUMAN	reviewed	Four and a half LIM domains protein 1 (FHL-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1)	FHL1 SLIM1	Homo sapiens (Human)	323
Q08043	ACTN3_HUMAN	reviewed	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	ACTN3	Homo sapiens (Human)	901
O76041	NEBL_HUMAN	reviewed	Nebulette (Actin-binding Z-disk protein)	NEBL LNEBL	Homo sapiens (Human)	1014
Q03164	KMT2A_HUMAN	reviewed	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.354) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens (Human)	3969
P57086	SCND1_HUMAN	reviewed	SCAN domain-containing protein 1	SCAND1 SDP1	Homo sapiens (Human)	179
Q8NFZ5	TNIP2_HUMAN	reviewed	TNFAIP3-interacting protein 2 (A20-binding inhibitor of NF-kappa-B activation 2) (ABIN-2) (Fetal liver LKB1-interacting protein)	TNIP2 ABIN2 FLIP1	Homo sapiens (Human)	429
P04271	S100B_HUMAN	reviewed	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100B	Homo sapiens (Human)	92
Q9GZU3	TM39B_HUMAN	reviewed	Transmembrane protein 39B	TMEM39B	Homo sapiens (Human)	492
Q9ULZ3	ASC_HUMAN	reviewed	Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)	PYCARD ASC CARD5 TMS1	Homo sapiens (Human)	195
Q9P2W9	STX18_HUMAN	reviewed	Syntaxin-18 (Cell growth-inhibiting gene 9 protein)	STX18 GIG9	Homo sapiens (Human)	335
Q12846	STX4_HUMAN	reviewed	Syntaxin-4 (Renal carcinoma antigen NY-REN-31)	STX4 STX4A	Homo sapiens (Human)	297
P52298	NCBP2_HUMAN	reviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)	NCBP2 CBP20 PIG55	Homo sapiens (Human)	156
P09661	RU2A_HUMAN	reviewed	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	SNRPA1	Homo sapiens (Human)	255
P13498	CY24A_HUMAN	reviewed	Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox)	CYBA	Homo sapiens (Human)	195
P07766	CD3E_HUMAN	reviewed	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	Homo sapiens (Human)	207
O75116	ROCK2_HUMAN	reviewed	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619	Homo sapiens (Human)	1388
P69849	NOMO3_HUMAN	reviewed	Nodal modulator 3 (pM5 protein 3)	NOMO3	Homo sapiens (Human)	1222
P10589	COT1_HUMAN	reviewed	COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3)	NR2F1 EAR3 ERBAL3 TFCOUP1	Homo sapiens (Human)	423
Q92570	NR4A3_HUMAN	reviewed	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	NR4A3 CHN CSMF MINOR NOR1 TEC	Homo sapiens (Human)	626
P28702	RXRB_HUMAN	reviewed	Retinoic acid receptor RXR-beta (Nuclear receptor subfamily 2 group B member 2) (Retinoid X receptor beta)	RXRB NR2B2	Homo sapiens (Human)	533
Q6UB99	ANR11_HUMAN	reviewed	Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1)	ANKRD11 ANCO1	Homo sapiens (Human)	2663
P20393	NR1D1_HUMAN	reviewed	Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)	NR1D1 EAR1 HREV THRAL	Homo sapiens (Human)	614
Q14995	NR1D2_HUMAN	reviewed	Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)	NR1D2	Homo sapiens (Human)	579
O75459	PAGE1_HUMAN	reviewed	P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein)	PAGE1 GAGE9 GAGEB1	Homo sapiens (Human)	146
Q9NWQ8	PHAG1_HUMAN	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	Homo sapiens (Human)	432
P52655	TF2AA_HUMAN	reviewed	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	GTF2A1 TF2A1	Homo sapiens (Human)	376
O14646	CHD1_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	CHD1	Homo sapiens (Human)	1710
P31645	SC6A4_HUMAN	reviewed	Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	SLC6A4 HTT SERT	Homo sapiens (Human)	630
O75469	NR1I2_HUMAN	reviewed	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)	NR1I2 PXR	Homo sapiens (Human)	434
Q03181	PPARD_HUMAN	reviewed	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	PPARD NR1C2 PPARB	Homo sapiens (Human)	441
P13631	RARG_HUMAN	reviewed	Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)	RARG NR1B3	Homo sapiens (Human)	454
Q9NZN1	IRPL1_HUMAN	reviewed	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1 OPHN4	Homo sapiens (Human)	696
Q70YC5	ZN365_HUMAN	reviewed	Protein ZNF365 (DISC1-binding zinc-finger protein) (Protein su48)	ZNF365 DBZ KIAA0844	Homo sapiens (Human)	407
O00746	NDKM_HUMAN	reviewed	Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)	NME4 NM23D	Homo sapiens (Human)	187
O15160	RPAC1_HUMAN	reviewed	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)	POLR1C POLR1E	Homo sapiens (Human)	346
Q92753	RORB_HUMAN	reviewed	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)	RORB NR1F2 RZRB	Homo sapiens (Human)	470
P21731	TA2R_HUMAN	reviewed	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	TBXA2R	Homo sapiens (Human)	343
O00217	NDUS8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
Q9HB58	SP110_HUMAN	reviewed	Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110)	SP110	Homo sapiens (Human)	689
O43493	TGON2_HUMAN	reviewed	Trans-Golgi network integral membrane protein 2 (Trans-Golgi network glycoprotein 46) (TGN38 homolog) (hTGN46) (Trans-Golgi network glycoprotein 48) (hTGN48) (Trans-Golgi network glycoprotein 51) (hTGN51) (Trans-Golgi network protein 2)	TGOLN2 TGN46 TGN51	Homo sapiens (Human)	437
P53384	NUBP1_HUMAN	reviewed	Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1)	NUBP1 NBP NBP1	Homo sapiens (Human)	320
P80303	NUCB2_HUMAN	reviewed	Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]	NUCB2 NEFA	Homo sapiens (Human)	420
Q9NV92	NFIP2_HUMAN	reviewed	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413)	NDFIP2 KIAA1165 N4WBP5A	Homo sapiens (Human)	336
Q99732	LITAF_HUMAN	reviewed	Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)	LITAF PIG7 SIMPLE	Homo sapiens (Human)	161
Q9BT67	NFIP1_HUMAN	reviewed	NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein)	NDFIP1 N4WBP5 PSEC0192 PSEC0223	Homo sapiens (Human)	221
P37088	SCNNA_HUMAN	reviewed	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)	SCNN1A SCNN1	Homo sapiens (Human)	669
P51170	SCNNG_HUMAN	reviewed	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	SCNN1G	Homo sapiens (Human)	649
O14669	TMG2_HUMAN	reviewed	Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2)	PRRG2 PRGP2 TMG2	Homo sapiens (Human)	202
Q96G27	WBP1_HUMAN	reviewed	WW domain-binding protein 1 (WBP-1)	WBP1	Homo sapiens (Human)	269
Q969T9	WBP2_HUMAN	reviewed	WW domain-binding protein 2 (WBP-2)	WBP2	Homo sapiens (Human)	261
Q96LD8	SENP8_HUMAN	reviewed	Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)	SENP8 DEN1 NEDP1 PRSC2 FKSG8	Homo sapiens (Human)	212
Q8TBC4	UBA3_HUMAN	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	UBA3 UBE1C	Homo sapiens (Human)	463
P15374	UCHL3_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	UCHL3	Homo sapiens (Human)	230
Q13564	ULA1_HUMAN	reviewed	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	NAE1 APPBP1 HPP1	Homo sapiens (Human)	534
P18615	NELFE_HUMAN	reviewed	Negative elongation factor E (NELF-E) (RNA-binding protein RD)	NELFE RD RDBP	Homo sapiens (Human)	380
Q13685	AAMP_HUMAN	reviewed	Angio-associated migratory cell protein	AAMP	Homo sapiens (Human)	434
Q7Z6J6	FRMD5_HUMAN	reviewed	FERM domain-containing protein 5	FRMD5	Homo sapiens (Human)	570
Q03013	GSTM4_HUMAN	reviewed	Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GST-Mu2) (GSTM4-4) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20)	GSTM4	Homo sapiens (Human)	218
Q8N8Q3	ENDOV_HUMAN	reviewed	Endonuclease V (hEndoV) (EC 3.1.26.-) (Inosine-specific endoribonuclease)	ENDOV	Homo sapiens (Human)	282
Q15836	VAMP3_HUMAN	reviewed	Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)	VAMP3 SYB3	Homo sapiens (Human)	100
P12429	ANXA3_HUMAN	reviewed	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)	ANXA3 ANX3	Homo sapiens (Human)	323
P14091	CATE_HUMAN	reviewed	Cathepsin E (EC 3.4.23.34) [Cleaved into: Cathepsin E form I; Cathepsin E form II]	CTSE	Homo sapiens (Human)	396
Q93015	NAA80_HUMAN	reviewed	N-alpha-acetyltransferase 80 (HsNAAA80) (EC 2.3.1.-) (N-acetyltransferase 6) (Protein fusion-2) (Protein fus-2)	NAA80 FUS2 NAT6	Homo sapiens (Human)	286
Q99436	PSB7_HUMAN	reviewed	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	Homo sapiens (Human)	277
Q6IAP1	Q6IAP1_HUMAN	unreviewed	HYAL3 protein (N-acetyltransferase 6, isoform CRA_a) (cDNA, FLJ94421, Homo sapiens putative tumor suppressor (FUS2), mRNA)	HYAL3 NAT6 hCG_2039743	Homo sapiens (Human)	286
Q86SZ9	Q86SZ9_HUMAN	unreviewed	Full-length cDNA clone CS0DJ006YA22 of T cells (Jurkat cell line) of Homo sapiens (human) (Fragment)		Homo sapiens (Human)	174
Q86U62	Q86U62_HUMAN	unreviewed	Proteasome subunit beta (EC 3.4.25.1)		Homo sapiens (Human)	277
Q96DW6	S2538_HUMAN	reviewed	Mitochondrial glycine transporter (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)	SLC25A38	Homo sapiens (Human)	304
Q92859	NEO1_HUMAN	reviewed	Neogenin (Immunoglobulin superfamily DCC subclass member 2)	NEO1 IGDCC2 NGN	Homo sapiens (Human)	1461
Q9HB89	NMUR1_HUMAN	reviewed	Neuromedin-U receptor 1 (NMU-R1) (G-protein coupled receptor 66) (G-protein coupled receptor FM-3)	NMUR1 GPR66	Homo sapiens (Human)	426
Q8NCF5	NF2IP_HUMAN	reviewed	NFATC2-interacting protein (45 kDa NF-AT-interacting protein) (45 kDa NFAT-interacting protein) (Nuclear factor of activated T-cells, cytoplasmic 2-interacting protein)	NFATC2IP NIP45	Homo sapiens (Human)	419
P07197	NFM_HUMAN	reviewed	Neurofilament medium polypeptide (NF-M) (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	NEFM NEF3 NFM	Homo sapiens (Human)	916
Q16524	Q16524_HUMAN	unreviewed	DNA-binding protein (Fragment)	ZNF	Homo sapiens (Human)	97
Q96HZ8	Q96HZ8_HUMAN		Deleted.			
Q9BRT6	LLPH_HUMAN	reviewed	Protein LLP homolog (Protein LAPS18-like)	LLPH C12orf31 cPERP-G	Homo sapiens (Human)	129
Q9H0I9	TKTL2_HUMAN	reviewed	Transketolase-like protein 2 (EC 2.2.1.1)	TKTL2	Homo sapiens (Human)	626
P31314	TLX1_HUMAN	reviewed	T-cell leukemia homeobox protein 1 (Homeobox protein Hox-11) (Proto-oncogene TCL-3) (T-cell leukemia/lymphoma protein 3)	TLX1 HOX11 TCL3	Homo sapiens (Human)	330
Q96J77	TPD55_HUMAN	reviewed	Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)	TPD52L3	Homo sapiens (Human)	140
Q8WYQ9	ZCH14_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 14 (BDG-29)	ZCCHC14 KIAA0579	Homo sapiens (Human)	949
Q9P0L1	ZKSC7_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 7 (Zinc finger protein 167) (Zinc finger protein 448) (Zinc finger protein 64)	ZKSCAN7 ZNF167 ZNF448 ZNF64	Homo sapiens (Human)	754
Q14690	RRP5_HUMAN	reviewed	Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)	PDCD11 KIAA0185	Homo sapiens (Human)	1871
Q01201	RELB_HUMAN	reviewed	Transcription factor RelB (I-Rel)	RELB	Homo sapiens (Human)	579
Q9UPN7	PP6R1_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 regulatory subunit 1 (SAPS domain family member 1)	PPP6R1 KIAA1115 PP6R1 SAPS1	Homo sapiens (Human)	881
O95278	EPM2A_HUMAN	reviewed	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A	Homo sapiens (Human)	331
P14415	AT1B2_HUMAN	reviewed	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	ATP1B2	Homo sapiens (Human)	290
Q01973	ROR1_HUMAN	reviewed	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)	ROR1 NTRKR1	Homo sapiens (Human)	937
Q9NWD7	Q9NWD7_HUMAN		Deleted.			
Q9NSA0	S22AB_HUMAN	reviewed	Solute carrier family 22 member 11 (Organic anion transporter 4)	SLC22A11 OAT4	Homo sapiens (Human)	550
Q9GZV5	WWTR1_HUMAN	reviewed	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	Homo sapiens (Human)	400
P49755	TMEDA_HUMAN	reviewed	Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)	TMED10 TMP21	Homo sapiens (Human)	219
P19474	RO52_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (RING-type E3 ubiquitin transferase TRIM21) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21)	TRIM21 RNF81 RO52 SSA1	Homo sapiens (Human)	475
Q9H773	DCTP1_HUMAN	reviewed	dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein)	DCTPP1 XTP3TPA CDA03	Homo sapiens (Human)	170
Q76FK4	NOL8_HUMAN	reviewed	Nucleolar protein 8 (Nucleolar protein Nop132)	NOL8 C9orf34 NOP132	Homo sapiens (Human)	1167
Q86V42	F124A_HUMAN	reviewed	Protein FAM124A	FAM124A	Homo sapiens (Human)	546
Q29983	MICA_HUMAN	reviewed	MHC class I polypeptide-related sequence A (MIC-A)	MICA PERB11.1	Homo sapiens (Human)	383
